,Race,Sex,Region,State,Race Victim,Sex Victim,Race2,Race3,Race4,Victim
2089,Other,Male,South,Alabama,Black,Male,Other,Other Male,Black Male,1
2090,White,Male,South,Florida,White,Male,White,White Male,White Male,1
2091,White,Male,South,Florida,White,Male,White,White Male,White Male,1
2092,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
2093,White,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
2094,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
2095,White,Male,South,Texas,White,Female,White,White Female,White Female,1
2096,White,Male,South,Texas,White,Female,White,White Female,White Female,1
2097,White,Male,South,Florida,White,Female,White,White Female,White Female,1
2098,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
2099,Other,Male,South,Georgia,White,Female,White,White Female,White Female,1
2100,Other,Male,South,Georgia,White,Female,White,White Female,White Female,1
2101,Other,Male,South,Georgia,White,Female,White,White Female,White Female,1
2102,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
2103,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
2104,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
2105,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
2106,Other,Male,South,Georgia,Black,Male,Other,Other Male,Black Male,1
2107,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
2108,White,Male,South,Texas,White,Female,White,White Female,White Female,1
2109,Other,Male,South,Texas,Asian,Male,Other,Other Male,Asian Male,1
2110,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
2111,White,Male,South,Tennessee,White,Female,White,White Female,White Female,1
2112,White,Male,Midwest,Nebraska,White,Male,White,White Male,White Male,1
2113,White,Male,Midwest,Nebraska,White,Male,White,White Male,White Male,1
2114,White,Male,South,Texas,White,Female,White,White Female,White Female,1
2115,White,Male,South,Texas,White,Female,White,White Female,White Female,1
2116,White,Male,Midwest,South Dakota,White,Male,White,White Male,White Male,1
2117,White,Male,South,Tennessee,White,Male,White,White Male,White Male,1
2118,White,Male,South,Tennessee,White,Male,White,White Male,White Male,1
2119,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
2120,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
2121,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
2122,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
2123,White,Male,South,Tennessee,White,Female,White,White Female,White Female,1
2124,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
2125,Other,Male,South,Florida,White,Female,White,White Female,White Female,1
2126,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
2127,Other,Male,South,Alabama,Black,Female,Other,Other Female,Black Female,1
2128,White,Male,South,Texas,White,Male,White,White Male,White Male,1
2129,White,Male,South,Texas,White,Male,White,White Male,White Male,1
2130,White,Male,South,Texas,White,Female,White,White Female,White Female,1
2131,White,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
2132,Other,Male,South,Georgia,Black,Female,Other,Other Female,Black Female,1
2133,Other,Male,South,Georgia,Black,Female,Other,Other Female,Black Female,1
2134,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
2135,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
2136,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
2137,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
2138,White,Male,South,Tennessee,White,Female,White,White Female,White Female,1
2139,White,Male,South,Florida,White,Female,White,White Female,White Female,1
2140,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
2141,Other,Male,South,Georgia,Black,Male,Other,Other Male,Black Male,1
2142,White,Male,South,Tennessee,White,Female,White,White Female,White Female,1
2143,White,Male,South,Tennessee,White,Female,White,White Female,White Female,1
2144,White,Male,South,Texas,White,Female,White,White Female,White Female,1
2145,White,Male,South,Florida,White,Male,White,White Male,White Male,1
2146,White,Male,South,Texas,White,Female,White,White Female,White Female,1
2147,White,Male,South,Texas,White,Female,White,White Female,White Female,1
2148,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
2149,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
2150,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
2151,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
2152,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
2153,White,Male,Midwest,South Dakota,White,Male,White,White Male,White Male,1
2154,White,Male,South,Texas,White,Female,White,White Female,White Female,1
2155,Other,Male,South,Georgia,White,Male,White,White Male,White Male,1
2156,White,Male,South,Tennessee,White,Female,White,White Female,White Female,1
2157,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
2158,White,Male,South,Texas,White,Female,White,White Female,White Female,1
2159,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
2160,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
2161,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
2162,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
2163,White,Male,South,Tennessee,White,Male,White,White Male,White Male,1
2164,Other,Male,South,Alabama,White,Male,White,White Male,White Male,1
2165,Other,Male,South,Alabama,White,Male,White,White Male,White Male,1
2166,Other,Male,South,Alabama,White,Male,White,White Male,White Male,1
2167,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
2168,White,Male,South,Texas,White,Male,White,White Male,White Male,1
2169,White,Male,Federal,Federal,White,Male,White,White Male,White Male,1
2170,White,Male,Federal,Federal,White,Female,White,White Female,White Female,1
2171,White,Male,Federal,Federal,White,Female,White,White Female,White Female,1
2172,White,Male,Federal,Federal,White,Female,White,White Female,White Female,1
2173,White,Male,Federal,Federal,White,Female,White,White Female,White Female,1
2174,White,Male,Federal,Federal,White,Female,White,White Female,White Female,1
2175,Other,Male,Federal,Federal,Native American,Female,Other,Other Female,Native American Female,1
2176,Other,Male,Federal,Federal,Native American,Female,Other,Other Female,Native American Female,1
2177,White,Male,Federal,Federal,White,Female,White,White Female,White Female,1
2178,White,Male,Federal,Federal,White,Female,White,White Female,White Female,1
2179,Other,Male,Federal,Federal,White,Male,White,White Male,White Male,1
2180,Other,Male,Federal,Federal,White,Female,White,White Female,White Female,1
2181,Other,Male,Federal,Federal,Black,Female,Other,Other Female,Black Female,1
